date,location_key,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_parks,mobility_transit_stations,mobility_workplaces,mobility_residential
2020-06-18,US_SD,8.0,22.0,243.0,27.0,-26.0,8.0
2020-06-19,US_SD,6.0,27.0,333.0,30.0,-24.0,4.0
2020-06-20,US_SD,-2.0,28.0,279.0,31.0,-5.0,1.0
2020-06-21,US_SD,15.0,37.0,386.0,36.0,-3.0,-3.0
2020-06-22,US_SD,11.0,24.0,311.0,31.0,-25.0,6.0
2020-06-23,US_SD,11.0,26.0,332.0,31.0,-26.0,5.0
2020-06-24,US_SD,11.0,27.0,334.0,31.0,-25.0,5.0
2020-06-25,US_SD,8.0,25.0,298.0,36.0,-26.0,6.0
2020-06-26,US_SD,7.0,29.0,359.0,38.0,-24.0,6.0
2020-06-27,US_SD,0.0,30.0,326.0,47.0,-7.0,0.0
2020-06-28,US_SD,18.0,36.0,405.0,52.0,-2.0,-2.0
2020-06-29,US_SD,15.0,29.0,334.0,35.0,-24.0,6.0
2020-06-30,US_SD,16.0,31.0,301.0,36.0,-26.0,6.0
2020-07-01,US_SD,20.0,38.0,347.0,37.0,-26.0,5.0
2020-07-02,US_SD,25.0,48.0,417.0,50.0,-31.0,4.0
2020-07-03,US_SD,15.0,49.0,502.0,40.0,-54.0,9.0
2020-07-04,US_SD,-22.0,26.0,430.0,19.0,-27.0,0.0
2020-07-05,US_SD,9.0,29.0,413.0,54.0,-9.0,-3.0
2020-07-06,US_SD,16.0,29.0,328.0,40.0,-29.0,7.0
2020-07-07,US_SD,14.0,29.0,329.0,37.0,-27.0,7.0
2020-07-08,US_SD,11.0,26.0,323.0,32.0,-26.0,6.0
2020-07-09,US_SD,11.0,27.0,343.0,38.0,-26.0,6.0
2020-07-10,US_SD,7.0,29.0,346.0,38.0,-24.0,6.0
2020-07-11,US_SD,1.0,30.0,313.0,45.0,-6.0,1.0
2020-07-12,US_SD,18.0,38.0,440.0,50.0,-2.0,-3.0
2020-07-13,US_SD,15.0,27.0,350.0,36.0,-24.0,5.0
2020-07-14,US_SD,15.0,31.0,321.0,31.0,-26.0,6.0
2020-07-15,US_SD,13.0,29.0,351.0,37.0,-25.0,5.0
