date,location_key,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_parks,mobility_transit_stations,mobility_workplaces,mobility_residential
2020-08-13,US_ND,2.0,6.0,157.0,-1.0,-27.0,5.0
2020-08-14,US_ND,-5.0,-2.0,147.0,2.0,-27.0,7.0
2020-08-15,US_ND,-10.0,2.0,234.0,3.0,-6.0,-1.0
2020-08-16,US_ND,-1.0,4.0,230.0,4.0,-7.0,-4.0
2020-08-17,US_ND,4.0,1.0,,-1.0,-26.0,4.0
2020-08-18,US_ND,0.0,1.0,,0.0,-26.0,5.0
2020-08-19,US_ND,2.0,3.0,,2.0,-26.0,5.0
2020-08-20,US_ND,3.0,4.0,,-1.0,-27.0,4.0
2020-08-21,US_ND,-4.0,0.0,,6.0,-25.0,5.0
2020-08-22,US_ND,-10.0,-1.0,,2.0,-5.0,-1.0
2020-08-23,US_ND,-1.0,4.0,,3.0,-7.0,-3.0
2020-08-24,US_ND,3.0,-1.0,,-3.0,-26.0,4.0
2020-08-25,US_ND,-1.0,-1.0,,-2.0,-27.0,5.0
2020-08-26,US_ND,1.0,0.0,,0.0,-25.0,5.0
2020-08-27,US_ND,0.0,0.0,,-1.0,-25.0,5.0
2020-08-28,US_ND,-4.0,-2.0,,0.0,-23.0,4.0
2020-08-29,US_ND,-12.0,-2.0,,-1.0,-4.0,-1.0
2020-08-30,US_ND,-3.0,1.0,,-5.0,-10.0,-1.0
2020-08-31,US_ND,2.0,-1.0,,-1.0,-24.0,4.0
2020-09-01,US_ND,0.0,1.0,,1.0,-26.0,5.0
2020-09-02,US_ND,-1.0,-1.0,,0.0,-25.0,4.0
2020-09-03,US_ND,3.0,5.0,,4.0,-26.0,3.0
2020-09-04,US_ND,-5.0,2.0,,8.0,-27.0,3.0
2020-09-05,US_ND,-17.0,-3.0,,-6.0,-10.0,-1.0
2020-09-06,US_ND,-4.0,-1.0,,-10.0,-14.0,-2.0
2020-09-07,US_ND,-12.0,-13.0,,-16.0,-70.0,16.0
2020-09-08,US_ND,-5.0,-2.0,,-2.0,-28.0,5.0
2020-09-09,US_ND,-5.0,-5.0,,-2.0,-24.0,3.0
2020-09-10,US_ND,-3.0,-4.0,,0.0,-26.0,2.0
2020-09-11,US_ND,-8.0,-7.0,138.0,2.0,-24.0,3.0
2020-09-12,US_ND,-9.0,-1.0,196.0,0.0,-7.0,-1.0
2020-09-13,US_ND,-4.0,-1.0,156.0,0.0,-10.0,-2.0
2020-09-14,US_ND,-1.0,-5.0,135.0,-3.0,-22.0,2.0
2020-09-15,US_ND,-2.0,-6.0,113.0,1.0,-23.0,3.0
2020-09-16,US_ND,-3.0,-7.0,120.0,2.0,-23.0,3.0
2020-09-17,US_ND,-1.0,-3.0,123.0,2.0,-24.0,3.0
2020-09-18,US_ND,-5.0,-4.0,125.0,2.0,-22.0,4.0
2020-09-19,US_ND,-9.0,-4.0,172.0,-4.0,-7.0,-1.0
2020-09-20,US_ND,-3.0,0.0,129.0,-4.0,-10.0,-1.0
2020-09-21,US_ND,-2.0,-4.0,120.0,-4.0,-23.0,3.0
2020-09-22,US_ND,-6.0,-8.0,105.0,-2.0,-24.0,4.0
2020-09-23,US_ND,-7.0,-8.0,75.0,-3.0,-22.0,5.0
2020-09-24,US_ND,-5.0,-4.0,99.0,-5.0,-22.0,4.0
2020-09-25,US_ND,-8.0,-6.0,99.0,-4.0,-21.0,5.0
2020-09-26,US_ND,-12.0,-6.0,109.0,-10.0,-5.0,1.0
2020-09-27,US_ND,-7.0,-1.0,54.0,-8.0,-10.0,1.0
2020-09-28,US_ND,-6.0,-7.0,59.0,-7.0,-22.0,5.0
2020-09-29,US_ND,-9.0,-9.0,65.0,-6.0,-22.0,5.0
2020-09-30,US_ND,-7.0,-7.0,40.0,-4.0,-23.0,5.0
2020-10-01,US_ND,-3.0,-1.0,47.0,-6.0,-23.0,4.0
2020-10-02,US_ND,-8.0,-4.0,50.0,-3.0,-21.0,5.0
2020-10-03,US_ND,-12.0,-5.0,81.0,-5.0,-8.0,1.0
2020-10-04,US_ND,-5.0,0.0,86.0,-5.0,-11.0,0.0
2020-10-05,US_ND,-5.0,-6.0,64.0,-10.0,-22.0,4.0
2020-10-06,US_ND,-9.0,-10.0,50.0,-6.0,-24.0,5.0
2020-10-07,US_ND,-8.0,-7.0,67.0,-5.0,-22.0,4.0
2020-10-08,US_ND,-7.0,-6.0,65.0,-6.0,-22.0,5.0
2020-10-09,US_ND,-8.0,-7.0,77.0,-4.0,-21.0,5.0
2020-10-10,US_ND,-12.0,-6.0,97.0,-8.0,-6.0,1.0
2020-10-11,US_ND,-8.0,-3.0,37.0,-10.0,-12.0,2.0
2020-10-12,US_ND,-7.0,-8.0,54.0,-8.0,-24.0,6.0
2020-10-13,US_ND,-10.0,-10.0,36.0,-6.0,-23.0,6.0
2020-10-14,US_ND,-8.0,-7.0,26.0,-4.0,-21.0,7.0
2020-10-15,US_ND,-6.0,-6.0,26.0,-8.0,-22.0,6.0
2020-10-16,US_ND,-9.0,-6.0,25.0,-7.0,-20.0,8.0
2020-10-17,US_ND,-16.0,-8.0,-6.0,-14.0,-7.0,6.0
2020-10-18,US_ND,-12.0,-8.0,-1.0,-13.0,-11.0,4.0
2020-10-19,US_ND,-9.0,-10.0,16.0,-12.0,-21.0,6.0
2020-10-20,US_ND,-16.0,-15.0,-9.0,-15.0,-23.0,9.0
2020-10-21,US_ND,-7.0,-4.0,16.0,-4.0,-22.0,7.0
2020-10-22,US_ND,-17.0,-15.0,-10.0,-20.0,-32.0,12.0
2020-10-23,US_ND,-13.0,-10.0,-6.0,-11.0,-28.0,12.0
2020-10-24,US_ND,-19.0,-11.0,-18.0,-19.0,-7.0,6.0
2020-10-25,US_ND,-16.0,-11.0,-11.0,-18.0,-12.0,4.0
2020-10-26,US_ND,-11.0,-11.0,-3.0,-14.0,-21.0,8.0
2020-10-27,US_ND,-14.0,-13.0,-8.0,-13.0,-23.0,8.0
2020-10-28,US_ND,-11.0,-10.0,10.0,-12.0,-21.0,7.0
2020-10-29,US_ND,-10.0,-7.0,-5.0,-14.0,-22.0,8.0
2020-10-30,US_ND,-11.0,-6.0,-2.0,-12.0,-21.0,9.0
2020-10-31,US_ND,-16.0,-3.0,15.0,-21.0,-7.0,5.0
2020-11-01,US_ND,-14.0,-7.0,6.0,-20.0,-11.0,3.0
2020-11-02,US_ND,-10.0,-11.0,34.0,-18.0,-22.0,6.0
2020-11-03,US_ND,-8.0,-8.0,49.0,-14.0,-24.0,7.0
2020-11-04,US_ND,-15.0,-13.0,31.0,-15.0,-23.0,8.0
2020-11-05,US_ND,-12.0,-9.0,24.0,-14.0,-23.0,8.0
2020-11-06,US_ND,-17.0,-12.0,16.0,-14.0,-25.0,9.0
2020-11-07,US_ND,-23.0,-11.0,-7.0,-22.0,-9.0,5.0
2020-11-08,US_ND,-19.0,-13.0,1.0,-26.0,-14.0,3.0
2020-11-09,US_ND,-17.0,-14.0,-12.0,-25.0,-23.0,9.0
2020-11-10,US_ND,-16.0,-14.0,-9.0,-21.0,-24.0,9.0
2020-11-11,US_ND,-13.0,-13.0,-9.0,-20.0,-38.0,13.0
2020-11-12,US_ND,-18.0,-13.0,-13.0,-22.0,-24.0,10.0
2020-11-13,US_ND,-19.0,-13.0,-6.0,-20.0,-22.0,11.0
2020-11-14,US_ND,-24.0,-12.0,-14.0,-29.0,-8.0,7.0
2020-11-15,US_ND,-21.0,-13.0,-8.0,-26.0,-13.0,4.0
2020-11-16,US_ND,-18.0,-13.0,-14.0,-26.0,-22.0,9.0
2020-11-17,US_ND,-19.0,-15.0,-15.0,-23.0,-24.0,10.0
2020-11-18,US_ND,-17.0,-11.0,8.0,-20.0,-23.0,9.0
2020-11-19,US_ND,-18.0,-10.0,-12.0,-24.0,-24.0,10.0
2020-11-20,US_ND,-19.0,-10.0,-14.0,-21.0,-22.0,12.0
2020-11-21,US_ND,-23.0,-8.0,-15.0,-22.0,-7.0,7.0
2020-11-22,US_ND,-21.0,-10.0,-10.0,-28.0,-12.0,5.0
2020-11-23,US_ND,-13.0,-6.0,-15.0,-24.0,-22.0,9.0
2020-11-24,US_ND,-13.0,-2.0,-19.0,-23.0,-25.0,10.0
2020-11-25,US_ND,1.0,28.0,-2.0,-15.0,-29.0,8.0
2020-11-26,US_ND,-82.0,-46.0,-27.0,-54.0,-82.0,26.0
2020-11-27,US_ND,-18.0,-21.0,-13.0,-38.0,-53.0,20.0
2020-11-28,US_ND,-28.0,-20.0,3.0,-31.0,-13.0,8.0
2020-11-29,US_ND,-23.0,-19.0,-21.0,-23.0,-14.0,5.0
2020-11-30,US_ND,-13.0,-12.0,-6.0,-24.0,-21.0,9.0
2020-12-01,US_ND,-14.0,-9.0,-17.0,-21.0,-22.0,9.0
2020-12-02,US_ND,-14.0,-11.0,-3.0,-19.0,-20.0,9.0
2020-12-03,US_ND,-12.0,-9.0,-1.0,-22.0,-21.0,9.0
2020-12-04,US_ND,-14.0,-11.0,-7.0,-22.0,-18.0,11.0
2020-12-05,US_ND,-15.0,-8.0,-3.0,-25.0,-3.0,6.0
2020-12-06,US_ND,-15.0,-10.0,20.0,-27.0,-9.0,4.0
2020-12-07,US_ND,-12.0,-11.0,-2.0,-25.0,-20.0,8.0
2020-12-08,US_ND,-14.0,-13.0,-2.0,-24.0,-21.0,8.0
2020-12-09,US_ND,-13.0,-11.0,7.0,-20.0,-20.0,8.0
2020-12-10,US_ND,-12.0,-9.0,-11.0,-23.0,-20.0,9.0
2020-12-11,US_ND,-14.0,-11.0,-20.0,-22.0,-18.0,11.0
2020-12-12,US_ND,-16.0,-6.0,-20.0,-28.0,-5.0,7.0
2020-12-13,US_ND,-19.0,-13.0,-24.0,-28.0,-11.0,5.0
2020-12-14,US_ND,-11.0,-11.0,-19.0,-24.0,-19.0,9.0
2020-12-15,US_ND,-11.0,-10.0,-23.0,-21.0,-21.0,9.0
2020-12-16,US_ND,-9.0,-7.0,-12.0,-18.0,-19.0,8.0
2020-12-17,US_ND,-7.0,-5.0,-14.0,-21.0,-20.0,8.0
2020-12-18,US_ND,-9.0,-7.0,-17.0,-16.0,-19.0,10.0
2020-12-19,US_ND,-12.0,-1.0,-14.0,-14.0,-3.0,5.0
2020-12-20,US_ND,-11.0,-5.0,-14.0,-19.0,-9.0,4.0
